Rank,Question,Bot Response,Confidence
278,tranfer application,"To submit a transfer application, international transfer applicants must provide a formal application along with the following documents:

- Official university/post-secondary school records
- Course-by-course evaluation from a National Association of Credential Evaluation Services (NACES) approved agency
- Official academic records or official certificates/results from the Minister of Education or secondary school
- Official examination results, if taken, directly from the examining board
- A letter explaining activities if the student has been out of school for one semester or more
- Score reports for the TOEFL, IELTS, or Duolingo
- SAT or ACT score reports if wishing to compete at the NCAA level

Transfer students applying to programs offered by The Peter J. Tobin College of Business or College of Pharmacy and Health Sciences must submit a World Educational Services (WES) course-by-course evaluation.

Applicants must be in good academic standing at their current institution and are encouraged to submit their application by August 1 for the fall semester and December 1 for the spring semester. The deadline for the Pharmacy program is March 1 for the fall semester, and transfer applications are not accepted for the spring semester.",high
279,i need to speak to someone about my application,,none
280,when does fall 2024 application open,"Point to: ""solutions deadlines""",high
281,for freshman,"The application process for freshmen includes the following steps:

1. Submit a completed application for undergraduate admission.
2. Provide official high school transcripts for all secondary schools attended.
3. Submit official standardized test scores, including SAT or ACT scores, where applicable.
4. For students applying to the Pharmacy program, additional requirements include signed technical standards, an essay, and two letters of recommendation, one of which must be from a math or science teacher.
5. Applicants with high school equivalency diplomas must submit an official copy of the GED scores and diploma.
6. Applicants who have been out of school for more than one semester must include a statement of activity explaining their activities during the gap in education.
7. Home-schooled students and students from online high schools must submit a letter of substantial equivalency from the Superintendent of Schools and a final copy of their academic transcript from a recognized agency or provide official GED scores and transcript.

The Office of Admission may require a personal interview and reserves the right to request additional documentation or waive certain requirements.",high
282,new studnt,"**Welcome to St. John's University**

**[SignOn:](https://signon.stjohns.edu)** 

<br/>Use it to identify yourself and access internet services.  Your username will be in the format of firstname.lastnameYY@my.stjohns.edu (ex: jane.doe21@my.stjohns.edu).  

**[Email:](https://outlook.office.com/owa/)** 

<br/>A Microsoft Office 365 email account has been created for you.  Just connect to [SignOn](https://signon.stjohns.edu/) and then click on Office 365 Mail.

[**Connect**](https://connect.stjohns.edu) is the University's internal information portal - also on [Apple](https://apps.apple.com/us/app/sju-connect/id1623710314) and [Android](https://play.google.com/store/apps/details?id=com.ucroo.stjohns)",high
283,what is the gpa requirement for transfer,"Point to: ""will my 12 credits, 2.0 gpa, and a d in math be accepted as a transfer for a bio major?""",high
284,i need information about masters,"For information about master's programs at St. John's University, you can view a listing of degree programs offered by clicking [here](https://www.stjohns.edu/academics/programs). For more details about admission to graduate programs, you can visit [Undergraduate Admission online](https://www.stjohns.edu/admission-aid/undergraduate-admission) or contact the Admission Office at the Queens Campus by calling 718-990-2000 or emailing admissions@stjohns.edu. Additionally, St. John's University offers competitive graduate assistantships that typically include tuition remission and a stipend. More information about graduate assistantships can be found [here](https://www.stjohns.edu/admission/graduate-admission/graduate-assistantships-and-fellowships).",high
285,what is the minimum score for ielts,The minimum IELTS score required for admission consideration for international students who are not U.S. citizens is 6.0. Learn more about application requirements [here](https://www.stjohns.edu/admission/international-admission).,high
286,where do i send my transcript for admissions,"For electronic transcripts, you can send them to the following email addresses based on your application type:

- Office of Undergraduate Admission: admission@stjohns.edu, transfers@stjohns.edu, or intladm@stjohns.edu
- Office of Graduate Admission: gradhelp@stjohns.edu

For mailing physical transcripts, send them to:

**Office of International Admission**  
St. John's University  
Rm. 106 Newman Hall  
8000 Utopia Parkway  
Queens, NY 11439  
Tel: (718) 990-1601  
intlhelp@stjohns.edu

Applicants are also encouraged to upload their documents on the application portal. For the Undergraduate Application Management, visit [here](https://apply.stjohns.edu/apply/). For the Graduate Application Management, visit [here](https://grad.stjohns.edu/apply/).",high
287,graduate admisssions,"The contact information for the Office of Graduate Admission at St. John's University is as follows:

- Phone: (718) 990-1601
- Fax: (718) 990-2346
- Email: gradadm@stjohns.edu",high
288,open house,"See for yourself what it means to be a Johnnie through our Open House. 
<br/> 
For first-year undergraduate and transfer students, visit [here](https://www.stjohns.edu/join-us-our-open-house). 
<br/>
For graduate students, visit [here](https://grad.stjohns.edu/portal/grad-events).",high
289,when is the deadline to apply for the summer,The application deadline for the summer term at St. John's University is April 18 for the Graduate Admissions Assistance Program (GAAP) summer research stipends.,high
290,what is the sat requirements,"Point to: ""hi are you test optional for the sat?""",high
291,is an essay required for the application,"Yes, an essay is required for the application to St. John's University. Applicants must submit a professional statement of purpose, which is a formal statement that helps the admission committee understand their academic objectives and leadership goals. Additionally, test-optional applicants are encouraged to include an essay explaining their decision to apply test-optional.",high
292,bachelor of science,,low
293,for phd,"To learn more about the Doctor of Philosophy in Literacy program please visit [Literacy, Doctor of Philosophy](https://www.stjohns.edu/academics/programs/literacy-doctor-philosophy).",high
294,how do i know if i need to take a placement test,"No you do not have to take a placement exam for a language, but please contact your UFC advisor as they will inform you of the appropriate level for you.",high
295,i want to visit,,none
296,master degree,,low
297,i20 form,"All forms should be uploaded directly into your student portal.
If you have not previously logged into your student portal, follow the instructions on the login screen regarding how to create an account:

- Undergraduate students can access their student portal at [apply.stjohns.edu/apply](https://apply.stjohns.edu/apply/)
- Graduate students can access their student portal at [https://grad.stjohns.edu/apply/](https://grad.stjohns.edu/apply/)",high
298,how do i apply for the fall semester,"Point to: ""solutions application""",high
299,is there an application fee waiver,"Point to: ""application fee waiver for international applicants""",high
300,do i need to reapply,"If you take time off from the program for more than two semesters, you must reapply and meet entrance requirements once more.",high
301,when is the deadline to apply for admission,"Point to: ""solutions deadlines""",high
302,what are the dates for the open houses,"The open house event is scheduled for December 4, 2024, from 7 a.m. to 8:30 a.m. at the University Center, Suite D.",high
303,international admition,"Undergraduate International Application

Graduate International Application",high
304,what is the school code for the fafsa,St. John's University Title IV federal school code is **002823.**,high
305,how do i fill out the fafsa,"To fill out the FAFSA, visit [studentaid.gov](https://studentaid.gov/). St. John's Office of Student Financial Services provides a [FAFSA Checklist](https://www.stjohns.edu/sites/default/files/2024-02/FAFSA_Checklist_24-25.pdf) to help students and their families complete the FAFSA thoroughly and correctly. Additionally, you can watch the [FAFSA Tutorial](https://stjohns.financialaidtv.com/play/46163-2020-2021-fafsa-tutorial/63582-fafsa-tips-complete) for more information about the FAFSA process. Remember, the FAFSA needs to be filed annually and must be filed by the last day of the student’s enrollment within the academic year.",high
306,student loans,,low
307,canvas,Canvas is accessible for current St. John's students or employees. Canvas can be found by logging into the [Sign-On Portal](https://signon.stjohns.edu).,high
308,i cant remember my user name or password,"To recover your username or password for Canvas, please call the Service Desk at 718-990-5000 during weekdays between 7:30 AM - 7:30 PM for assistance in validating your identity and recovering your account information.",high
309,what are the hours for the help desk,"The St. John's University Service Desk operates from Monday to Thursday, 8 a.m. to 5:30 p.m., and on Friday from 8 a.m. to 4 p.m.",high
310,how to get my username and password,,none
311,how do i set up a account,"To set up a Canvas account at St. John's University, follow these steps:

1. Download the Canvas app from your mobile app store.
2. Tap on the Log In link in the upper right corner. When the window opens, click on St. John’s U Connect Login.
3. You will be redirected to the St. John’s Sign-On Portal for log-in and Multi-Factor Authentication.
4. Once logged in, you will be taken to the home screen. In the top-left corner, click on the menu icon to customize your shortcuts.
5. Access Tools, Pages, and Groups through this menu.

If you need help with your account, visit [St. John's IT Help](https://ithelp.stjohns.edu) and click on ""Report an Incident,"" or contact the Service Desk at (718) 990-5000, Monday to Friday, 7:30 am to 7:30 pm.",high
312,i reset my password and it still isnt working,,none
313,i need my student id and password,,none
314,how do i apply for a loan,"To apply for a student loan at St. John's University, follow these steps:

1. **Accept**: Log in to your St. John’s University UIS account at [https://apollo.stjohns.edu](https://apollo.stjohns.edu) using your User ID and PIN. Click on “Login,” select the financial aid tab, click on My Award Information, select the award by Aid year (current aid year), and accept the award offer.

2. **Complete**: Go to [studentloans.gov](https://studentaid.gov) and sign in with your FAFSA ID. Select Entrance Counseling and complete it.

3. **Sign-On**: On the same website, select ""Sign Master Promissory Note"" and complete it. Make sure to select “New York” as the School State and “Saint John’s University” as the school name.

Your loans will be credited to your account only after completing all three steps.",high
315,how do i get a student loan,"To apply for a student loan at St. John's University, follow these steps:

1. **Accept**: Log in to your St. John’s University UIS account at [https://apollo.stjohns.edu](https://apollo.stjohns.edu) using your User ID and PIN. Click on “Login,” select the financial aid tab, click on My Award Information, select the award by Aid year (current aid year), and accept the award offer.

2. **Complete**: Go to [studentloans.gov](https://studentloans.gov) and sign in with your FAFSA ID. Select Entrance Counseling and complete it.

3. **Sign-On**: On the same website, select ""Sign Master Promissory Note"" and complete it. Make sure to select “New York” as the School State and “Saint John’s University” as the school name.

Your loans will be credited to your account only after completing all three steps.",high
316,i have a question about a grant,,low
317,how can i access it,"You can access your Federal Work Study Grant information by following these steps:

1. Go to [www.signon.stjohns.edu](https://signon.stjohns.edu/).
2. Provide your User ID and password, then click Sign in.
3. Select the UIS tile.
4. Select Student Services and Financial Aid.
5. Select Financial Aid.
6. Select My Award Information.
7. Select Award History.
8. Locate the appropriate academic year (e.g., 2022-2023).
9. Locate College Work Study in the fund column.
10. In the Amount column, you will find the approved amount of your grant agreement.
11. In the Paid to Date column, you will see your earnings for the current year.
12. To calculate how much is left on your contract, subtract the Paid to Date amount from the Amount column.",high
318,how do i access my student email,"To access your St. John's University student email, connect to [SignOn](https://signon.stjohns.edu/) and then click on Office 365 Mail. Your email account is a Microsoft Office 365 account created for you by the university.",high
319,i need help desk,"To request help desk assistance at St. John's University, you can:

1. Sign in to the [Support Portal](https://ithelp.stjohns.edu) if you are a current student, faculty, or employee. Click on the ""Sign In"" link in the upper right corner to track your requests.

2. If you cannot log in or are no longer a student or employee, submit your request as a guest at [https://IThelp.stjohns.edu](https://ithelp.stjohns.edu/).

3. Report an incident by clicking on the ""Report an Incident"" button, filling out the form, and clicking ""SUBMIT.""

4. Request new services by signing in and clicking on ""REQUEST NEW SERVICE"" to search for the necessary service request form.

5. Call the Service Desk at 718-990-5000, available Monday to Friday, 7:30 am to 7:30 pm EST.",high
320,i cant log in to my portal,"Point to: ""solutions signon first time""",high
321,i cant remember my email,"Point to: ""solutions signon first time""",high
322,is it applicable to international students,,low
323,what is the mailing address for the admissions office,"The mailing address for the Admissions Office is:

Office of Graduate Admission  
8000 Utopia Parkway  
Queens, NY 11439",high
324,when is the deadline for freshman application,The deadline for freshman applications to achieve Priority Applicant status at St. John's University is December 1.,high
325,how do i apply for summer classes,"To apply for summer classes at St. John's University as a visiting student, you need to send your completed Visiting Student application to [visitingstudent@stjohns.edu](mailto:visitingstudent@stjohns.edu). You can also send all registration documents and letters to the Office of Summer Sessions at Newman Hall, Room 106, 8000 Utopia Parkway, Queens, NY 11439.",high
326,how do i continue my application,"To continue your application at St. John's University, you can upload documents after submission by logging into the [student portal](https://apply.stjohns.edu/apply/) or submit them via mail to the Office of Undergraduate Admission. Make sure to use your legal name on all documents to ensure they are matched correctly.",high
327,what classes do i need to take in high school,"Select programs have a minimum GPA or course requirement(s) for program consideration. Visit [Majors and Programs of Study](https://www.stjohns.edu/academics/programs) to find your program of study and admission requirements. 
<br/> 
If you do not see a major or program of study, [Connect With Us](https://www.stjohns.edu/admission/connect-us) to further discuss your options.
<br/>
**Office Hours**
Monday–Thursday: 8:30 a.m.-4:30 p.m.
Friday: 8:30 a.m.–3 p.m.
*Holiday hours may vary*",high
328,what email do i send my transcripts to for admissions,"If you were educated in a country other than the U.S., you are required to submit original academic records or copies certified/attested by the institution you attended. Records from secondary and post-secondary schools must have an official school seal.

Please provide transcripts and marksheets for all years of study. These must be official results received from the examining authority that issued them. Photocopies must be certified and attested to be acceptable.

Credentials issued in a language other than English must be submitted and accompanied by certified English translations.

Send all documentation to:
<br><br>
**Office of International Admission**<br>
St. John's University<br>
Rm. 106 Newman Hall<br>
8000 Utopia Parkway<br>
Queens, NY 11439<br>
Tel: (718) 990-1601<br>
intlhelp@stjohns.edu",high
329,i need information on international student admission,"The admission process for international students at St. John's University involves applying directly to a program using the appropriate [application](https://www.stjohns.edu/admission/apply). International students can also apply for Conditional Admission if they have not taken the TOEFL or have lower TOEFL scores than required. Conditionally admitted students who successfully complete the English Language Institute may begin their chosen degree program. Additionally, international first-time freshmen students may qualify for merit and additional scholarships. For more information, international students can refer to the [International Admission](https://www.stjohns.edu/admission/international-admission) section.",high
330,where can i find information on graduate school,"To request graduate information, click [here](https://grad.stjohns.edu/register/info)!",high
331,what are the academic programs offered,"Point to: ""solutions degrees""",high
332,how do i log in to my application,"Point to: ""solutions signon first time""",high
333,do freshman have to live on campus their first year,Students are not required to live on campus.,high
334,are you test optional,"First-year applicants to St. John’s University have the option to submit a test-optional application. In selecting this option, applicants can seek admission without submitting standardized test scores for admission purposes. To learn more about the test-optional application, visit [here](https://www.stjohns.edu/admission/undergraduate-admission/application-requirements/test-optional).",high
335,i want to apply as a freshman,"To apply to St. John's University as a freshman, follow these steps:

1. **Speak with a Counselor**: Contact your St. John’s military/veteran admission counselor to discuss degree programs that align with your educational goals.

2. **Submit Your Application**: Apply online at [stjohns.edu/apply](http://www.stjohns.edu/apply).

3. **Submit Supporting Documents**:
   - Provide a final official high school transcript.
   - Submit standardized test scores unless applying test-optional. For more information on test-optional applications, visit [stjohns.edu/TestOptional](http://www.stjohns.edu/TestOptional).

For more information, you can contact the Admission Office at the Queens Campus at 718-990-2000 or via email at [admissions@stjohns.edu](mailto:admissions@stjohns.edu).",high
336,when is the deadline to apply for graduate school,"The application deadlines for graduate programs at St. John's University vary by program. Here are some specific deadlines:

- Psychology (Ph.D., Psy.D., M.S.): January 15 for Fall (Clinical Psy., Ph.D. and School Psy., Psy.D.), May 1 for Fall (School Psy., M.S.)
- Speech Pathology and Audiology (M.A.): February 1 for Fall, October 1 for Spring
- College of Pharmacy and Health Sciences: March 1 for Fall, November 1 for Spring
- The Peter J. Tobin College of Business (M.B.A.): May 1 (recommended for Fall), November 1 (recommended for Spring)
- The School of Education (Ph.D., Ed. D., Adv. Crt., M.S.Ed.): January 5 for Spring, May 8 for Summer, August 10 for Fall (non-counseling majors); November 1 for Spring, April 1 for Summer/Fall (counseling majors)
- Ph.D. in Literacy: June 15 for the Fall semester every two years (e.g., 2010, 2012, 2014, 2016)
- International Students: May 1 for Fall, November 1 for",high
337,are there any in person tours,"Yes, St. John's University offers self-guided tours for guests, which follow the standard in-person tour stops. Guests can start at the Welcome Center on the Queens campus and use a QR code to begin the tour.",high
338,placement test,,low
339,how long does it take for an application to be processed,It generally takes one week for an application to be processed at St. John's University.,high
340,what is the deadline to apply for fall 2021,"Point to: ""solutions deadlines""",high
341,what are the requirements to apply as an international student,"The application requirements for international students at St. John's University include:

- Official or unofficial college transcripts.
- An official high school transcript with the date of graduation, required if you do not have an associate degree.
- A ""Statement of Activity"" if there is a gap in your education years.
- Certain programs may have additional application requirements, so it's important to check if your program has specific needs.
- Essay and recommendation letters are recommended for most undergraduates and required for the Pharmacy program.

For more information or questions, international students can contact the university at [intladm@stjohns.edu](mailto:intladm@stjohns.edu).",high
342,can you please send me the admission link,"Point to: ""how to apply""",high
343,how do i apply for undergraduate,"To apply for an undergraduate program at St. John's University, follow these steps:

1. Speak with your St. John’s military/veteran admission counselor to discuss degree programs that align with your educational goals.

2. Submit your application online at [stjohns.edu/apply](https://www.stjohns.edu/apply). Choose the appropriate application type:
   - Freshman application for applicants who have not attended college or completed college coursework.
   - Transfer application for applicants who have completed some college-level coursework after high school graduation.
   - Online learning application for applicants interested in online undergraduate programs.

3. Submit supporting documents:
   - Transfer applicants must provide official college transcripts from all institutions attended. An official high school transcript or official GED scores are required for applicants not completing an associate’s degree before transferring. Unofficial transcripts may be accepted temporarily.
   - First-time freshman applicants must submit a final official high school transcript.
   - First-year undergraduate applicants are required to submit standardized test scores unless applying test-optional. More information about test-optional applications can be found at [stjohns.edu/TestOptional](https://www.stjohns.edu/TestOptional).",high
344,what is your 4 digit act code,St. John's University ACT code is 2888.,high
345,what time does the campus open,"The campus recreation facilities open at 8 a.m. from Monday to Thursday, and at noon on Saturday and Sunday.",high
346,what are the different type of meal plans,,low
347,i want to know the status of my financial aid,"Point to: ""solutions speak to financial aid""",high
348,what is the deadline for financial aid,"The priority FAFSA deadline for continuing students for the 2024-2025 academic year is March 15, 2024. For the 2023-2024 academic year, the priority deadline was March 1, 2023.",high
349,i have a question about student loans,,low
350,i need help with financial aid,"You can get help with financial aid by contacting the Office of Student Financial Services at St. John's University. They are committed to providing students and their families with the information needed to navigate and understand the financial aid process. You can also visit their [Tuition and Financial Aid](http://www.stjohns.edu/admission/tuition-and-financial-aid) page for more information. Additionally, the St. John’s Customer Service Center is available to assist with any questions you may have about financial aid or other concerns.",high
351,it wont let me change my password,"If you are unable to change your password, you should try the following steps:

1. Go to [signon.stjohns.edu](https://signon.stjohns.edu).
2. If you need to reset or recover your password, select ""Need help signing in?""
3. If you know your password, log in, click on your name, then go to Settings, and select Edit Profile to change your password.
4. If you still need assistance, contact the IT Service Desk at [718-990-5000](tel:7189905000).",high
352,what do i do if my account is locked,"If your account is locked, you can reset it on your own if you had previously registered a recovery method. Visit this [page](https://ithelp.stjohns.edu/support/solutions/articles/16000043317-how-do-i-unlock-my-account-for-signon-stjohns-edu-) for more information. If you entered your password incorrectly too many times, this can lock your account. Once it is unlocked, you can follow the steps to [reset your password](https://ithelp.stjohns.edu/support/solutions/articles/16000016145).",high
353,user name,"If you have forgotten your User ID, you should contact the Office of Information Technology at [718-990-5000](tel:7189905000) for assistance. You can also find it on [UIS](https://ithelp.stjohns.edu/support/solutions/articles/16000015364). The Service Desk is available weekdays between 7:30 AM - 7:30 PM EST.",high
354,i need help with password,"Point to: ""solutions forgot password""",high
355,i have a problem,,low
356,work study program,"Point to: ""workstudy""",high
357,it says there is an error,,low
358,how do i install microsoft office,The [Microsoft Office-Booking-Teams](https://ithelp.stjohns.edu/support/solutions/folders/16000058774/page/1) resource is full of information on using Microsoft software.,high
359,log into email,You can access your e-mail by logging into [Sign-On](https://signon.stjohns.edu) and clicking the Office 365 Mail icon.<br>,high
360,i am having an issue with my computer,"Return the laptop as soon as you realize there is a problem with it. Choose the displayed option that most closely describes the problem you had with the laptop, and then check out another laptop if available.",high
361,i dont know my passwoord,**Default password:** Sjxxxxxxxx (where xxxxxxxx is your Storm Card ID card number),high
362,my login information isnt working,I see that you are getting frustrated. Please rephrase as a single concise question.,high
363,can you help me with it,Of course! I'd be happy to help. Could you please provide more details about the issue you're experiencing with IT?,high
364,tech support,How may I assist you? Let me know if you need any help.,high
365,i cannot access the website,"Point to: ""solutions unlock account""",high
366,i dont know my login information,,none
367,how do i change my phone number,"Point to: ""solutions reset mfa""",high
368,whats the minimum gpa,"Select programs have a minimum GPA or course requirement(s) for program consideration. Visit [Majors and Programs of Study](https://www.stjohns.edu/academics/programs) to find your program of study and admission requirements. 
<br/> 
If you do not see a major or program of study, [Connect With Us](https://www.stjohns.edu/admission/connect-us) to further discuss your options.
<br/>
**Office Hours**
Monday–Thursday: 8:30 a.m.-4:30 p.m.
Friday: 8:30 a.m.–3 p.m.
*Holiday hours may vary*",high
369,i applied using the common app,,low
370,how do i apply for masters program,"Point to: ""solutions application""",high
371,how old do i have to be to apply,,none
372,what are the requirements for graduate admission,Click [here](https://www.stjohns.edu/admission/graduate-admission/graduate-application-checklist) for the graduate application checklist.,high
373,when is the best time to apply,"The best time for international students to apply for graduate admission is by May 1 for the Fall semester and by November 1 for the Spring semester. Applications are accepted throughout the academic year, but these dates are strongly encouraged. For specific program deadlines, visit the [Graduate Admission Deadlines and Notifications](https://www.stjohns.edu/admission/graduate-admission/graduate-admission-deadlines-and-notifications) page.",high
374,undergraduate admision,"For the undergraduate admission requirements, you can click [here](https://www.stjohns.edu/admission/undergraduate-admission/application-requirements).",high
375,i need help with fafsa,"To get help with FAFSA, you can visit [studentaid.gov](https://studentaid.gov/) to complete the Free Application for Federal Student Aid. St. John's University provides a [FAFSA Checklist](https://www.stjohns.edu/sites/default/files/2024-02/FAFSA_Checklist_24-25.pdf) to assist students and their families in completing the FAFSA thoroughly and correctly. Additionally, you can watch the [FAFSA Tutorial](https://stjohns.financialaidtv.com/play/46163-2020-2021-fafsa-tutorial/63582-fafsa-tips-complete) for more information on the process. Remember to gather necessary documents such as your Social Security number, federal income tax records, and an [FSA ID](https://studentaid.gov/fsa-id/create-account/launch) to sign electronically. If you are a dependent student, you will also need similar information from a parent or guardian.",high
376,residential halls,"St. John's University offers a variety of residence hall options on its Queens and Staten Island campuses. On the Queens campus, housing options include single, double, triple, and quad-style rooms in suites, rooms sharing a connecting bathroom, and apartment configurations both on- and off-campus. The Staten Island campus provides apartment-style housing at the edge of the campus property. The residence halls on the Queens campus were recently built and all have in-suite bathrooms, while the Staten Island campus features garden-style apartments adjacent to campus.",high
377,what are the dining options,"St. John's University offers a variety of dining options across its campuses. On the Queens campus, Montgoris Dining Hall is an all-you-care-to-eat facility open 7 days a week, featuring a wide range of food options including grilled specials, pasta, Asian dishes, salads, sandwiches, and more. The Market Montgoris C-Store provides Grab and Go items like salads, sandwiches, sushi, and snacks. The Marillac Hall Food Court includes popular chains like Burger King, Subway, and Freshens Fresh Food Studio, among others. Additionally, there is a Dunkin’ Donuts offering a full range of its famous products, and Einstein Bagels & Caribou Coffee at the Library. For more information, you can visit [Campus Dining](https://www.stjohns.edu/queens-residential-campus/dining-services) or check out the [Meal Plan options](http://www.dineoncampus.com/stjohns/).",high
378,how do i accept finical aid,,low
379,how do i receive financial aid,"To receive financial aid at St. John's University, you must complete and sign the Free Application for Federal Student Aid (FAFSA) and meet federal eligibility requirements. You need to be a U.S. citizen or an eligible noncitizen, have a high school diploma or recognized equivalent, have a valid Social Security Number, and be registered with Selective Service if you are a male between the ages of 18 and 25. Additionally, you must be enrolled in an eligible degree or certificate program and maintain satisfactory academic progress at the university. Use St. John’s University federal institution code number 002823 when filing the FAFSA. Once processed, you will receive a federal Student Aid Report (SAR). You can complete your FAFSA application online at [studentaid.gov](https://studentaid.gov). For more information on eligibility requirements, visit [StudentAid.gov/eligibility](https://studentaid.gov/eligibility).",high
380,how do i download software,"To download software from St. John's University, follow these steps:

1. Access the Company Portal on your device by searching for ""Company Portal"" and opening the application.
2. Navigate to the ""Apps"" area within the Company Portal.
3. Browse the list of available applications for installation.
4. Select the application you want to install.
5. Click ""Install"" to begin the installation process.

The application will start installing on your device and will be managed and updated by the IT department according to university security standards.",high
381,how do i download microsoft word,,low
382,what i have access,"At St. John's University, you have access to the following software:

- Office 365 (including Access)
- Tableau 2022.2
- GMetrix Skills Management System
- UI Path Academic Alliance Edition
- @RISK 8
- Anaconda Navigator 2.2.2
- R 4.1.0
- RStudio 1.4.1717

Additionally, you can install the Office 365 suite on up to 5 personal machines. Instructions for installation can be found [here](https://ithelp.stjohns.edu/support/solutions/articles/16000032189).",high
383,my red id is 822981790,,none
384,its saying my password is incorrect,"Point to: ""i forgot my password""",high
385,how do i change my email address,,low
386,i need it reset,,none
387,my laptop,,low
388,how do i apply for the spring semester,"Point to: ""solutions application""",high
389,how do i get an i20,"You can obtain an I-20 form by requesting it from the Office of International Student and Scholar Services at St. John's University. Alternatively, you can download the I-20 Form [PDF](https://www.stjohns.edu/sites/default/files/uploads/FINAL_M1-12390_Form%20I-20_App.pdf).",high
390,i need the fax number for admissions,The fax number for the admissions office at St. John's University is 718-990-2346.,high
391,im from colombia and i want to study there,"To study at St. John’s University as an international student from Colombia, you need to follow these steps:

1. **Visa Application**: Make an appointment with your nearest U.S. embassy or consulate to apply for a student visa. You will need an F-1 visa if you have Form I-20 or a J-1 visa if you have Form DS-2019.

2. **Prepare for the Visa Interview**: Be ready to explain why you want to study in the United States, why you chose St. John’s University, and what career your studies will prepare you for back home. You should also be prepared to convince the consul that you plan to return to Colombia after completing your studies.

3. **Documentation**: Gather evidence to support your intent to return home, such as a photocopy of the deed or lease to your home, a letter from the bank about your family-owned business or property, and any relevant travel history.

4. **Passport**: Ensure you have a valid passport, as it is required for studying abroad.

5. **Health Insurance**: Check if you need health insurance to study abroad.

For more detailed information, you may want to contact St. John’s University directly.",high
392,when is the deadline for undergraduate application,"Point to: ""solutions deadlines""",high
393,do i need a high school transcript,"Yes, as an international student from Colombia, you need to submit a final official high school transcript to apply to St. John's University. The transcript must be the original copy, mailed in a sealed, stamped envelope directly from the school, and include a certified true English translation if it is not in English. This document is required to complete your enrollment, and failure to submit it may result in your admission decision being rescinded.",high
394,accptance letter,,low
395,i want to apply for masters,"To apply for a master's degree at St. John's University, you can start the application process online. Most graduate programs accept applications on a ""rolling admission"" basis, allowing you to apply throughout the academic year. However, some programs may have specific application deadlines. You can begin your application by visiting the [Apply Now](https://www.stjohns.edu/admission/apply) page on their website.",high
396,i am interested in mba,"Point to: ""solutions degrees""",high
397,i want to know about masters programs,"Point to: ""solutions degrees""",high
398,reapply,"To apply to **St. John's University**, follow the instructions listed [here](https://www.stjohns.edu/admission/apply).",high
399,what is the campus like,"St. John's University campuses provide a comfortable and attractive environment that contributes to the recruitment and retention of students. The campuses are designed to address the physical needs of students, faculty, and staff proactively, with service requests handled with respect, courtesy, and promptness. The university offers housing options for undergraduate, graduate, and law students in residence halls and apartments on the Queens and Staten Island campuses. The Queens campus features single, double, triple, and quad-style rooms in suites, rooms with connecting bathrooms, and apartment configurations both on- and off-campus. The Staten Island campus offers apartment-style housing at the edge of the campus property. Additionally, as a metropolitan university, St. John's benefits from New York City's cultural diversity and offers global opportunities with campuses in Rome, Paris, and Limerick.",high
400,how long does it take to get a response,,low
401,what is your most popular majors,,none
402,how do i get a letter of acceptance,,low
403,how do i cancel a application,"Thank you for contacting St. John’s University. We are sorry you won't be joining the Red Storm family. To decline admission, please contact the Office of Undergraduate Admission at [admhelp@stjohns.edu](mailto:admhelp@stjohns.edu) 
<br/><br/>
On behalf of St. John's, we wish you all the best in your future academic endeavors.",high
404,its not for a school,,none
405,i am looking for an undergraduate program,"Point to: ""solutions degrees""",high
406,i want to study accounting,"If you want to study accounting, St. John's University offers several programs that might interest you:

1. **Advanced Certificate in Accounting**: An 18-credit graduate program designed to provide expertise in managerial and financial accounting, tax compliance, risk assurance, and information systems. This program can help advance you into a senior-level position or prepare you for an advanced degree in accounting. Courses can be applied towards the M.S. or M.B.A. in Accounting.

2. **M.S. in Accounting**: A 33-credit program that fulfills all the accounting education requirements for CPA licensure. It is available at the Queens Campus and online.

3. **M.B.A. in Accounting**: A 57-credit program that meets both the accounting and business education requirements for CPA licensure. It prepares students for leadership roles in public accountancy or corporate management.

4. **Dual Degree in Accounting/Taxation**: Combines an M.B.A. and M.S. in Accounting/Taxation, preparing students for careers in law and accounting.

For more information, you can visit the [St. John's University website](https://www.stjohns.edu/academics/programs).",high
407,online application,"Point to: ""i want to apply online""",high
408,what are the types of loans,"The different types of federal student loans available include:

1. **Federal Direct Unsubsidized Loan**: Available to eligible students who file the FAFSA. Interest accrues during all periods, and repayment can be deferred until after graduation, but interest is capitalized during deferment.

2. **Federal Direct Subsidized Loan**: For this loan, interest is not charged until repayment begins, which is six months after the student ceases to be enrolled at least half-time.

3. **Federal Direct Graduate PLUS Loan**: Available to graduate students, with the maximum amount eligible to borrow indicated on the award letter. The interest rate is set by the U.S. Department of Education and is subject to change annually.",high
409,do i need to take the toefl test,,low
410,is an essay required for admission,"For non-test-optional applicants, essays are recommended but not mandatory. Test-optional applicants are required to submit an essay for admission consideration. If you are applying to the Pharmacy program, an essay of 250 words is required.",high
411,what is the deadline for international students,"Point to: ""solutions deadlines""",high
412,how do i apply for summer school,"Point to: ""what courses will be offered during the summer session?""",high
